unix_ts,host,gpu_index,gpu_uuid,gpu_power_w
1785776637.775028,ganymede,0,GPU-07e36d4f-3eca-a88d-1c31-445fc0d863e8,17.62
1785776637.775028,ganymede,1,GPU-1a75a85d-1f07-6519-507b-f1ff9def0ab9,17.02
1785776637.775028,ganymede,2,GPU-4c457bed-02f9-0e41-a2aa-223bc07a6d30,16.36
1785776637.775028,ganymede,3,GPU-4fcfdc09-de3b-156a-5d01-453f2b97235f,16.86
1785776637.775028,ganymede,4,GPU-f1100610-fd9b-7442-b863-78020b187137,17.05
1785776637.775028,ganymede,5,GPU-20dfc31e-37e6-2ba1-cab4-549d23157a36,18.0
1785776637.775028,ganymede,6,GPU-fa65f89d-37e8-dc5c-919d-2b60403f9a44,16.29
1785776637.775028,ganymede,7,GPU-cb732fe5-3b0b-12e6-6aeb-56f751b57a18,15.77
1785776638.275457,ganymede,0,GPU-07e36d4f-3eca-a88d-1c31-445fc0d863e8,17.61
1785776638.275457,ganymede,1,GPU-1a75a85d-1f07-6519-507b-f1ff9def0ab9,17.02
1785776638.275457,ganymede,2,GPU-4c457bed-02f9-0e41-a2aa-223bc07a6d30,16.36
1785776638.275457,ganymede,3,GPU-4fcfdc09-de3b-156a-5d01-453f2b97235f,16.86
1785776638.275457,ganymede,4,GPU-f1100610-fd9b-7442-b863-78020b187137,17.05
1785776638.275457,ganymede,5,GPU-20dfc31e-37e6-2ba1-cab4-549d23157a36,18.0
1785776638.275457,ganymede,6,GPU-fa65f89d-37e8-dc5c-919d-2b60403f9a44,16.29
1785776638.275457,ganymede,7,GPU-cb732fe5-3b0b-12e6-6aeb-56f751b57a18,15.77
1785776638.775902,ganymede,0,GPU-07e36d4f-3eca-a88d-1c31-445fc0d863e8,17.61
1785776638.775902,ganymede,1,GPU-1a75a85d-1f07-6519-507b-f1ff9def0ab9,17.02
1785776638.775902,ganymede,2,GPU-4c457bed-02f9-0e41-a2aa-223bc07a6d30,16.36
1785776638.775902,ganymede,3,GPU-4fcfdc09-de3b-156a-5d01-453f2b97235f,16.85
1785776638.775902,ganymede,4,GPU-f1100610-fd9b-7442-b863-78020b187137,17.05
1785776638.775902,ganymede,5,GPU-20dfc31e-37e6-2ba1-cab4-549d23157a36,17.95
1785776638.775902,ganymede,6,GPU-fa65f89d-37e8-dc5c-919d-2b60403f9a44,16.34
1785776638.775902,ganymede,7,GPU-cb732fe5-3b0b-12e6-6aeb-56f751b57a18,15.77
1785776639.276344,ganymede,0,GPU-07e36d4f-3eca-a88d-1c31-445fc0d863e8,17.62
1785776639.276344,ganymede,1,GPU-1a75a85d-1f07-6519-507b-f1ff9def0ab9,17.02
1785776639.276344,ganymede,2,GPU-4c457bed-02f9-0e41-a2aa-223bc07a6d30,16.36
1785776639.276344,ganymede,3,GPU-4fcfdc09-de3b-156a-5d01-453f2b97235f,16.85
1785776639.276344,ganymede,4,GPU-f1100610-fd9b-7442-b863-78020b187137,17.1
1785776639.276344,ganymede,5,GPU-20dfc31e-37e6-2ba1-cab4-549d23157a36,17.95
1785776639.276344,ganymede,6,GPU-fa65f89d-37e8-dc5c-919d-2b60403f9a44,16.34
