unix_ts,rx_bytes,tx_bytes,gpu_util_pct,gpu_power_w,gpu_sm_mhz,gpu_memory_used_mib,gpu_mem_util_pct,gpu_power_limit_w,gpu_mem_clock_mhz,gpu_temperature_c,gpu_memory_total_mib,gpu_pstate,dvfs_mode
1785361965.644242726,48527844942,355257354799,0, 31.14, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361966.226531508,48527844942,355257354799,0, 31.13, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361966.811390751,48527888899,355257396417,0, 31.13, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361967.393166976,48527888899,355257396417,0, 31.12, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361967.976185369,48527978897,355257507761,0, 31.12, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361968.559811820,48528142997,355257706117,0, 31.12, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361969.141947286,48528142997,355257706117,0, 31.12, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361969.723897961,48528264105,355257850245,0, 31.12, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361970.306494568,48528264105,355257850245,0, 31.12, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361970.888332766,48528408719,355258031245,0, 31.12, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361971.472559807,48528408719,355258031245,0, 31.12, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361972.053590739,48528561547,355258195229,0, 31.13, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361972.634889036,48528778483,355258399017,0, 31.13, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361973.215244214,48528778483,355258399017,0, 31.14, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361973.795351983,48529537635,355259061843,0, 31.14, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361974.373941981,48529537635,355259061843,0, 31.14, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361974.956740587,48530412103,355259823903,0, 31.14, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361975.537144316,48530412103,355259823903,0, 31.14, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361976.119807901,48530909611,355260256821,0, 31.14, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361976.703510454,48531142111,355260459155,0, 31.14, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361977.286260279,48531142111,355260459155,0, 31.14, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361977.868258603,48531395835,355260700085,0, 31.14, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361978.449851277,48531395835,355260700085,0, 31.13, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361979.033791882,48531676691,355260952075,0, 31.24, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361979.616386530,48531676691,355260952075,0, 31.24, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361980.199813192,48532022185,355261264907,0, 31.24, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361980.782265238,48532211331,355261442207,0, 31.24, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361981.364963707,48532211331,355261442207,0, 31.12, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361981.948297667,48532676651,355261880655,0, 31.12, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361982.530256713,48532676651,355261880655,0, 31.12, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361983.111487401,48533117965,355262306345,0, 31.12, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361983.692215463,48533117965,355262306345,0, 31.12, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361984.274024484,48534053133,355263206289,0, 31.12, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361984.855976223,48534422529,355263559465,0, 31.12, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361985.439108434,48534422529,355263559465,0, 31.13, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361986.021457210,48534539649,355263664387,0, 31.13, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361986.603780499,48534539649,355263664387,0, 31.25, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361987.184718125,48534864384,355263977582,0, 31.25, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361987.767965573,48534864384,355263977582,0, 31.25, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361988.351311943,48534900426,355264006356,0, 31.14, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361988.934291124,48534983356,355264083096,0, 31.14, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361989.517887348,48534983356,355264083096,0, 31.13, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361990.101093347,48535070522,355264164440,0, 31.13, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361990.683262284,48535070522,355264164440,0, 31.13, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361991.265990781,48535199286,355264290722,0, 31.14, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361991.847168687,48535199286,355264290722,0, 31.14, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361992.430094440,48535313036,355264381974,0, 31.13, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361993.012300293,48535313036,355264381974,0, 31.13, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361993.592984554,48535421924,355264470772,0, 31.24, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361994.176310167,48535520956,355264564592,0, 31.25, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361994.761903319,48535520956,355264564592,0, 31.25, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361995.346593562,48535631814,355264673390,0, 31.14, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
1785361995.929919904,48535631814,355264673390,0, 31.14, 210, 0, 0, 350.00, 405, 25, 46068, P8,automatic_hardware
