unix_ns,monotonic_ns,role,endpoint,scrape_ok,scrape_duration_ms,running,waiting,waiting_growth_per_s,kv_cache_usage,prefix_cache_hits,prefix_cache_queries,external_prefix_cache_hits,external_prefix_cache_queries,preemptions,prompt_tokens,generation_tokens,successful_requests,e2e_count,e2e_sum_s,ttft_count,ttft_sum_s,inter_token_count,inter_token_sum_s,iteration_tokens_count,iteration_tokens_sum,error
1785511276873056820,1136646916586238,combined,http://127.0.0.1:8000/metrics,True,26.003161910921335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1785511277373809665,1136647417340237,combined,http://127.0.0.1:8000/metrics,True,26.236606994643807,3.0,0.0,0.0,0.003092783505154628,0.0,96.0,0.0,0.0,0.0,96.0,8.0,0.0,0.0,0.0,3.0,0.38463282585144043,5.0,0.30564578087069094,4.0,104.0,
1785511277875307182,1136647918837718,combined,http://127.0.0.1:8000/metrics,True,28.266228036955,9.0,0.0,0.0,0.008934707903780037,0.0,288.0,0.0,0.0,0.0,256.0,61.0,0.0,0.0,0.0,8.0,1.19423246383667,53.0,3.2402003603056073,13.0,317.0,
1785511278377019566,1136648420549983,combined,http://127.0.0.1:8000/metrics,True,28.958015143871307,14.0,0.0,0.0,0.015120274914089293,0.0,448.0,0.0,0.0,0.0,416.0,151.0,0.0,0.0,0.0,13.0,1.9935719966888428,138.0,8.559348178328946,21.0,567.0,
1785511278878312885,1136648921843372,combined,http://127.0.0.1:8000/metrics,True,26.95740293711424,19.0,0.0,0.0,0.021993127147766356,0.0,608.0,0.0,0.0,0.0,576.0,263.0,0.0,0.0,0.0,18.0,2.8163766860961914,245.0,15.46928387042135,28.0,839.0,
1785511279379445882,1136649422976277,combined,http://127.0.0.1:8000/metrics,True,24.58539209328592,21.0,0.0,0.0,0.024742268041237137,0.0,768.0,0.0,0.0,0.0,736.0,422.0,3.0,3.0,6.270589590072632,23.0,3.646620988845825,399.0,25.66562181781046,36.0,1158.0,
1785511279881744378,1136649925274571,combined,http://127.0.0.1:8000/metrics,True,30.245542991906404,20.0,0.0,0.0,0.023711340206185594,0.0,896.0,0.0,0.0,0.0,896.0,565.0,8.0,8.0,17.036246299743652,28.0,4.550517797470093,537.0,34.77651094435714,43.0,1461.0,
1785511280382997387,1136650426527512,combined,http://127.0.0.1:8000/metrics,True,23.43698311597109,21.0,0.0,0.0,0.02439862542955329,0.0,1088.0,0.0,0.0,0.0,1056.0,730.0,13.0,13.0,27.943756341934204,33.0,5.47361421585083,697.0,45.382379804505035,51.0,1786.0,
1785511280885163839,1136650928693940,combined,http://127.0.0.1:8000/metrics,True,24.438579101115465,21.0,0.0,0.0,0.024742268041237137,0.0,1248.0,0.0,0.0,0.0,1216.0,898.0,18.0,18.0,38.99190664291382,38.0,6.343050956726074,860.0,56.13655106793158,59.0,2114.0,
1785511281387586971,1136651431117121,combined,http://127.0.0.1:8000/metrics,True,23.79033504985273,22.0,0.0,0.0,0.02577319587628868,0.0,1408.0,0.0,0.0,0.0,1376.0,1045.0,22.0,22.0,47.813594341278076,43.0,7.236676216125488,1002.0,65.55574957863428,66.0,2421.0,
1785511281890019686,1136651933549834,combined,http://127.0.0.1:8000/metrics,True,24.01956613175571,21.0,0.0,0.0,0.024742268041237137,0.0,1568.0,0.0,0.0,0.0,1536.0,1216.0,28.0,28.0,61.22413110733032,48.0,8.082788467407227,1168.0,76.5357822086662,74.0,2752.0,
1785511282392345936,1136652435876018,combined,http://127.0.0.1:8000/metrics,True,26.34042501449585,22.0,0.0,0.0,0.02577319587628868,0.0,1728.0,0.0,0.0,0.0,1696.0,1365.0,32.0,32.0,70.16486239433289,53.0,8.9360830783844,1312.0,86.09218052355573,81.0,3061.0,
1785511282894467196,1136652937997428,combined,http://127.0.0.1:8000/metrics,True,23.967450950294733,21.0,0.0,0.0,0.024742268041237137,0.0,1888.0,0.0,0.0,0.0,1856.0,1536.0,38.0,38.0,83.5472457408905,58.0,9.754178285598755,1478.0,97.07516792952083,89.0,3392.0,
1785511283397091668,1136653440621809,combined,http://127.0.0.1:8000/metrics,True,32.68030402250588,21.0,0.0,0.0,0.025085910652920984,0.0,2048.0,0.0,0.0,0.0,2048.0,1707.0,43.0,43.0,94.71260094642639,64.0,10.73676586151123,1643.0,108.03707321221009,97.0,3755.0,
1785511283898656532,1136653942186690,combined,http://127.0.0.1:8000/metrics,True,23.21065799333155,21.0,0.0,0.0,0.024742268041237137,0.0,2208.0,0.0,0.0,0.0,2176.0,1856.0,48.0,48.0,105.8263030052185,68.0,11.37518310546875,1788.0,117.61467135278508,104.0,4032.0,
1785511284400758611,1136654444288727,combined,http://127.0.0.1:8000/metrics,True,23.41832802630961,21.0,0.0,0.0,0.025085910652920984,0.0,2368.0,0.0,0.0,0.0,2368.0,2027.0,53.0,53.0,116.95089411735535,74.0,12.316287755966187,1953.0,128.57758763851598,112.0,4395.0,
1785511284902527503,1136654946057906,combined,http://127.0.0.1:8000/metrics,True,23.19596312008798,21.0,0.0,0.0,0.024742268041237137,0.0,2528.0,0.0,0.0,0.0,2496.0,2174.0,58.0,58.0,128.03509330749512,78.0,13.061086177825928,2096.0,138.02002406446263,119.0,4670.0,
1785511285404957344,1136655448487553,combined,http://127.0.0.1:8000/metrics,True,23.866403149440885,21.0,0.0,0.0,0.024742268041237137,0.0,2688.0,0.0,0.0,0.0,2656.0,2342.0,63.0,63.0,139.13594102859497,83.0,13.952908039093018,2259.0,148.81054678978398,127.0,4998.0,
1785511285906848980,1136655950379157,combined,http://127.0.0.1:8000/metrics,True,28.839692007750273,21.0,0.0,0.0,0.02439862542955329,0.0,2848.0,0.0,0.0,0.0,2816.0,2489.0,68.0,68.0,150.1819019317627,88.0,14.85439658164978,2401.0,158.2113360769581,134.0,5305.0,
1785511286407611419,1136656451141517,combined,http://127.0.0.1:8000/metrics,True,23.31205806694925,21.0,0.0,0.0,0.024742268041237137,0.0,3008.0,0.0,0.0,0.0,2976.0,2657.0,73.0,73.0,161.2441601753235,93.0,15.723282098770142,2564.0,168.999812327791,142.0,5633.0,
