unix_ts,workload_seq,target_freq_mhz,rx_bytes,tx_bytes,gpu_util_pct,gpu_power_w,gpu_sm_mhz,gpu_memory_used_mib
1784713082,0,480,23647537550,7461104475,0, 31.30, 210, 0
1784713084,0,480,23647793594,7461405357,0, 58.77, 480, 0
1784713086,0,480,23648267564,7461948191,0, 58.77, 480, 0
1784713088,0,480,23649844076,7463324403,0, 58.89, 480, 0
1784713090,0,480,23651205670,7464516227,0, 58.89, 480, 0
1784713093,0,480,23652044920,7465274569,0, 58.89, 480, 0
1784713095,0,480,23653685196,7466817949,0, 58.89, 480, 0
1784713097,0,480,23654536427,7467607135,0, 59.01, 480, 0
1784713099,0,480,23654704861,7467757298,0, 59.01, 480, 0
1784713101,0,480,23655102731,7468120482,0, 58.89, 480, 0
1784713103,0,480,23655383259,7468369594,0, 58.89, 480, 0
1784713105,0,480,23656894535,7469897706,0, 59.19, 480, 943
1784713107,0,480,23657781158,7470727621,10, 60.14, 480, 14425
1784713109,0,480,23657804668,7470741404,10, 60.38, 480, 14425
1784713111,0,480,23657806894,7470744382,9, 60.91, 480, 14425
1784713113,0,480,23657851828,7470756764,100, 67.77, 480, 14917
1784713115,0,480,23657865694,7470771374,0, 59.25, 480, 14405
1784713118,0,480,23657866782,7470773546,0, 59.03, 480, 14405
1784713120,0,480,23657867796,7470775724,0, 59.13, 480, 14405
1784713122,0,480,23657868810,7470777962,0, 59.25, 480, 14405
1784713124,0,480,23657870458,7470782350,0, 59.13, 480, 14405
1784713126,0,480,23657871538,7470784778,0, 66.33, 480, 37565
1784713128,0,480,23658269388,7471174336,0, 59.25, 480, 37565
1784713130,0,480,23658378820,7471265425,0, 59.01, 480, 37565
1784713132,0,480,23658454133,7471335138,0, 59.25, 480, 37565
1784713134,0,480,23658456611,7471339801,0, 59.13, 480, 37565
1784713136,0,480,23658457757,7471342664,0, 59.13, 480, 37565
1784713138,0,480,23658458837,7471345456,0, 59.01, 480, 37565
1784713140,0,480,23658460353,7471348443,0, 59.13, 480, 37565
1784713143,0,480,23658461499,7471351490,0, 59.25, 480, 37565
1784713145,0,480,23658464161,7471355968,0, 59.13, 480, 37565
1784713147,0,480,23658465307,7471359135,0, 59.13, 480, 37565
1784713149,0,480,23658466573,7471362366,0, 59.13, 480, 37565
