unix_ts,workload_seq,target_freq_mhz,rx_bytes,tx_bytes,gpu_util_pct,gpu_power_w,gpu_sm_mhz,gpu_memory_used_mib
1784713565,0,480,23667233238,8450325334,0, 31.30, 210, 0
1784713567,0,480,23667419492,8450540232,0, 58.89, 480, 0
1784713570,0,480,23667963120,8451169056,0, 58.88, 480, 0
1784713572,0,480,23669569856,8452571200,0, 59.01, 480, 0
1784713574,0,480,23670732938,8453577324,0, 58.89, 480, 0
1784713576,0,480,23671479678,8454252502,0, 59.01, 480, 0
1784713578,0,480,23673685184,8456324176,0, 59.01, 480, 0
1784713580,0,480,23674326769,8456916867,0, 59.01, 480, 0
1784713582,0,480,23674458801,8457034709,0, 59.01, 480, 0
1784713584,0,480,23674936567,8457455415,0, 59.01, 480, 0
1784713586,0,480,23675104143,8457617161,0, 59.01, 480, 0
1784713588,0,480,23676486363,8458998761,0, 60.09, 480, 557
1784713590,0,480,23677441529,8459926707,12, 59.87, 480, 14425
1784713592,0,480,23677495738,8459957685,8, 60.12, 480, 14425
1784713594,0,480,23677541380,8459971007,11, 60.56, 480, 14425
1784713597,0,480,23677542896,8459974783,0, 59.52, 480, 14511
1784713599,0,480,23677546254,8459979209,0, 65.45, 480, 14405
1784713601,0,480,23677557902,8459992937,0, 59.25, 480, 14405
1784713603,0,480,23677559050,8459995221,0, 59.01, 480, 14405
1784713605,0,480,23677560064,8459997459,0, 59.13, 480, 14405
1784713607,0,480,23677561218,8459999877,0, 59.13, 480, 14405
1784713609,0,480,23677562298,8460002301,42, 63.71, 480, 37565
1784713611,0,480,23677687174,8460124775,0, 59.25, 480, 37565
1784713613,0,480,23678043061,8460465333,0, 59.13, 480, 37565
1784713615,0,480,23678145217,8460553047,0, 59.13, 480, 37565
1784713617,0,480,23678147695,8460557710,0, 59.01, 480, 37565
1784713619,0,480,23678149211,8460560573,0, 59.25, 480, 37565
1784713622,0,480,23678150785,8460565312,0, 59.13, 480, 37565
1784713624,0,480,23678151865,8460568164,0, 59.25, 480, 37565
1784713626,0,480,23678153011,8460571211,0, 59.13, 480, 37565
1784713628,0,480,23678155739,8460575820,0, 59.13, 480, 37565
1784713630,0,480,23678156819,8460578856,0, 59.25, 480, 37565
1784713632,0,480,23678157965,8460582083,0, 59.25, 480, 37565
1784713634,0,480,23678159111,8460585374,0, 59.13, 480, 37565
1784713636,0,480,23678160191,8460588594,0, 60.69, 480, 37815
1784713638,0,480,23678288499,8462905873,0, 59.25, 480, 37815
1784713640,0,480,23678290095,8462909860,0, 59.25, 480, 37815
1784713642,0,480,23678293111,8462924670,0, 59.25, 480, 37815
1784713644,0,480,23678295091,8462929097,0, 59.25, 480, 37815
1784713647,0,480,23678296753,8462933268,0, 59.25, 480, 37815
1784713649,0,480,23678298843,8462939338,0, 59.25, 480, 37815
1784713651,0,480,23678300743,8462943633,0, 59.25, 480, 37815
1784713653,0,480,23678302405,8462947988,0, 59.25, 480, 37815
1784713655,0,480,23678348569,8462963500,0, 59.25, 480, 37815
1784713657,0,480,23679282667,8463999099,0, 59.25, 480, 37815
1784713659,0,480,23679284647,8464004020,0, 59.25, 480, 37815
1784713661,0,480,23679286243,8464008554,0, 59.25, 480, 37815
1784713663,0,480,23679288217,8464013471,0, 59.25, 480, 37815
1784713665,0,480,23679289879,8464018256,0, 59.25, 480, 37815
1784713667,1,480,23679292595,8464029961,0, 59.25, 480, 37815
1784713669,1,480,23680324665,8464931544,99, 73.08, 480, 38412
1784713672,1,480,23680405233,8465011163,0, 81.11, 480, 37815
1784713674,1,480,23680415307,8465023778,0, 58.79, 480, 37815
1784713676,1,480,23680416969,8465028937,0, 58.77, 480, 37815
1784713678,1,480,23680418565,8465034091,0, 58.77, 480, 37815
1784713680,1,480,23680420531,8465039436,0, 58.89, 480, 37815
1784713682,1,480,23680422127,8465044845,0, 58.89, 480, 37815
1784713684,1,480,23680423723,8465050117,0, 58.77, 480, 37815
1784713686,1,480,23680425507,8465055526,0, 58.89, 480, 37815
1784713688,1,480,23680428123,8465061997,0, 58.77, 480, 37815
1784713690,1,480,23680429653,8465067387,0, 58.88, 480, 37815
1784713692,1,480,23680431315,8465072968,0, 58.77, 480, 37815
1784713694,1,480,23680432977,8465078543,0, 58.77, 480, 37815
1784713697,1,480,23680434695,8465084125,0, 58.77, 480, 37815
1784713699,1,480,23680436357,8465089956,0, 58.76, 480, 37815
1784713701,1,480,23680438459,8465096109,0, 58.77, 480, 37815
1784713703,1,480,23680445094,8465119841,0, 66.81, 480, 37815
1784713705,1,480,23680473181,8473920858,0, 70.48, 480, 37815
1784713707,1,480,23680498758,8482727108,0, 61.34, 480, 37815
1784713709,1,480,23680538039,8495935656,0, 59.33, 480, 37815
1784713711,1,480,23680565062,8504741830,0, 70.22, 480, 37815
1784713713,1,480,23680609888,8504754765,0, 69.84, 480, 37815
1784713715,1,480,23680635628,8513561194,0, 65.31, 480, 37815
1784713717,1,480,23680662794,8522367552,0, 58.79, 480, 37815
1784713719,2,480,23680674332,8522381551,0, 58.77, 480, 37815
1784713722,2,480,23680792374,8522477959,98, 117.98, 480, 38412
1784713724,2,480,23680794982,8522482959,0, 59.23, 480, 37815
1784713726,2,480,23680805994,8522494120,0, 58.89, 480, 37815
1784713728,2,480,23680807590,8522496513,0, 58.89, 480, 37815
1784713730,2,480,23680809120,8522498835,0, 58.77, 480, 37815
